,AudioMothCode,AudioMothID,SourceFile,Directory,FileName,FileSize,Encoding,NumChannels,SampleRate,AvgBytesPerSec,BitsPerSample,StartDateTime,Duration,Error,Comment,Artist,FileCreateDate,FileType,FileTypeExtension,MIMEType,Global_Score
50173,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190624_202000.WAV,GRABADOR-SDZG-AM-29,20190624_202000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20,60.00046875,,Recorded at 20:20:00 24/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.3V.,AudioMoth 247AA5015BA446E5,2019:12:08 12:09:10-08:00,WAV,WAV,audio/x-wav,0.9907312989
52058,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190707_223000.WAV,GRABADOR-SDZG-AM-29,20190707_223000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22,60.00046875,,Recorded at 22:30:00 07/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.9V.,AudioMoth 247AA5015BA446E5,2019:12:08 14:51:56-08:00,WAV,WAV,audio/x-wav,0.6350983381
68412,AM-6,2466C2065B2BF148,GRABADOR-SDZG-AM-6/20190625_201000.WAV,GRABADOR-SDZG-AM-6,20190625_201000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20,60.00046875,,Recorded at 20:10:00 25/06/2019 (UTC) by AudioMoth 2466C2065B2BF148 at gain setting 2 while battery state was 4.0V.,AudioMoth 2466C2065B2BF148,2019:12:10 11:53:41-08:00,WAV,WAV,audio/x-wav,0.93541646
31,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190616_200000.WAV,GRABADOR-SDZG-AM-1,20190616_200000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20,60.00046875,,Recorded at 20:00:00 16/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.6V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:14:06-08:00,WAV,WAV,audio/x-wav,0.5069175959
44261,AM-26,2466C2065BA446CE,GRABADOR-SDZG-AM-26/20190701_210000.WAV,GRABADOR-SDZG-AM-26,20190701_210000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:00:00 01/07/2019 (UTC) by AudioMoth 2466C2065BA446CE at gain setting 2 while battery state was 3.9V.,AudioMoth 2466C2065BA446CE,2019:12:19 17:46:00-08:00,WAV,WAV,audio/x-wav,0.713632822
50752,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190628_205000.WAV,GRABADOR-SDZG-AM-29,20190628_205000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20,60.00046875,,Recorded at 20:50:00 28/06/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 4.2V.,AudioMoth 247AA5015BA446E5,2019:12:08 12:59:09-08:00,WAV,WAV,audio/x-wav,0.9574601054
67842,AM-6,2466C2065B2BF148,GRABADOR-SDZG-AM-6/20190621_211000.WAV,GRABADOR-SDZG-AM-6,20190621_211000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:10:00 21/06/2019 (UTC) by AudioMoth 2466C2065B2BF148 at gain setting 2 while battery state was 4.1V.,AudioMoth 2466C2065B2BF148,2019:12:10 11:04:27-08:00,WAV,WAV,audio/x-wav,0.7208313346
325,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190618_210000.WAV,GRABADOR-SDZG-AM-1,20190618_210000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:00:00 18/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:23:16-08:00,WAV,WAV,audio/x-wav,0.9844758511
48405,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190706_225000.WAV,GRABADOR-SDZG-AM-27,20190706_225000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22,60.00046875,,Recorded at 22:50:00 06/07/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 3.8V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:46:00-08:00,WAV,WAV,audio/x-wav,0.9068966508
37654,AM-24,243B1F075C79FAFC,GRABADOR-SDZG-AM-24/20190704_215000.WAV,GRABADOR-SDZG-AM-24,20190704_215000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:50:00 04/07/2019 (UTC) by AudioMoth 243B1F075C79FAFC at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F075C79FAFC,2019:12:09 06:33:06-08:00,WAV,WAV,audio/x-wav,0.9719763994
43117,AM-26,2466C2065BA446CE,GRABADOR-SDZG-AM-26/20190623_222000.WAV,GRABADOR-SDZG-AM-26,20190623_222000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22,60.00046875,,Recorded at 22:20:00 23/06/2019 (UTC) by AudioMoth 2466C2065BA446CE at gain setting 2 while battery state was 4.1V.,AudioMoth 2466C2065BA446CE,2019:12:19 17:09:57-08:00,WAV,WAV,audio/x-wav,0.7745056748
474,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190619_215000.WAV,GRABADOR-SDZG-AM-1,20190619_215000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:50:00 19/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:27:58-08:00,WAV,WAV,audio/x-wav,0.9847974777
38228,AM-24,243B1F075C79FAFC,GRABADOR-SDZG-AM-24/20190708_213000.WAV,GRABADOR-SDZG-AM-24,20190708_213000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:30:00 08/07/2019 (UTC) by AudioMoth 243B1F075C79FAFC at gain setting 2 while battery state was 3.7V.,AudioMoth 243B1F075C79FAFC,2019:12:09 07:22:39-08:00,WAV,WAV,audio/x-wav,0.962821126
47248,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190628_220000.WAV,GRABADOR-SDZG-AM-27,20190628_220000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22,60.00046875,,Recorded at 22:00:00 28/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F075C79F65E,2019:12:18 13:09:41-08:00,WAV,WAV,audio/x-wav,0.9867249131
35348,AM-24,243B1F075C79FAFC,GRABADOR-SDZG-AM-24/20190618_213000.WAV,GRABADOR-SDZG-AM-24,20190618_213000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:30:00 18/06/2019 (UTC) by AudioMoth 243B1F075C79FAFC at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F075C79FAFC,2019:12:09 03:14:22-08:00,WAV,WAV,audio/x-wav,0.9832918048
52050,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190707_211000.WAV,GRABADOR-SDZG-AM-29,20190707_211000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:10:00 07/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.9V.,AudioMoth 247AA5015BA446E5,2019:12:08 14:51:15-08:00,WAV,WAV,audio/x-wav,0.7516502142
40666,AM-25,24E144035BA455E9,GRABADOR-SDZG-AM-25/20190629_201000.WAV,GRABADOR-SDZG-AM-25,20190629_201000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20,60.00046875,,Recorded at 20:10:00 29/06/2019 (UTC) by AudioMoth 24E144035BA455E9 at gain setting 2 while battery state was 4.0V.,AudioMoth 24E144035BA455E9,2019:12:08 18:42:15-08:00,WAV,WAV,audio/x-wav,0.9642757177
52339,AM-29,247AA5015BA446E5,GRABADOR-SDZG-AM-29/20190709_212000.WAV,GRABADOR-SDZG-AM-29,20190709_212000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:20:00 09/07/2019 (UTC) by AudioMoth 247AA5015BA446E5 at gain setting 2 while battery state was 3.8V.,AudioMoth 247AA5015BA446E5,2019:12:08 15:16:15-08:00,WAV,WAV,audio/x-wav,0.9696834087
38950,AM-25,24E144035BA455E9,GRABADOR-SDZG-AM-25/20190617_221000.WAV,GRABADOR-SDZG-AM-25,20190617_221000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,22,60.00046875,,Recorded at 22:10:00 17/06/2019 (UTC) by AudioMoth 24E144035BA455E9 at gain setting 2 while battery state was 4.4V.,AudioMoth 24E144035BA455E9,2019:12:08 16:14:42-08:00,WAV,WAV,audio/x-wav,0.5202239752
35196,AM-24,243B1F075C79FAFC,GRABADOR-SDZG-AM-24/20190617_201000.WAV,GRABADOR-SDZG-AM-24,20190617_201000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,20,60.00046875,,Recorded at 20:10:00 17/06/2019 (UTC) by AudioMoth 243B1F075C79FAFC at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F075C79FAFC,2019:12:09 03:01:18-08:00,WAV,WAV,audio/x-wav,0.8739892244
29259,AM-22,247AA5015BA446DA,GRABADOR-SDZG-AM-22/20190704_210000.WAV,GRABADOR-SDZG-AM-22,20190704_210000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:00:00 04/07/2019 (UTC) by AudioMoth 247AA5015BA446DA at gain setting 2 while battery state was 4.1V.,AudioMoth 247AA5015BA446DA,2019:12:10 21:43:28-08:00,WAV,WAV,audio/x-wav,0.9882040024
44405,AM-26,2466C2065BA446CE,GRABADOR-SDZG-AM-26/20190702_210000.WAV,GRABADOR-SDZG-AM-26,20190702_210000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:00:00 02/07/2019 (UTC) by AudioMoth 2466C2065BA446CE at gain setting 2 while battery state was 3.9V.,AudioMoth 2466C2065BA446CE,2019:12:19 17:50:34-08:00,WAV,WAV,audio/x-wav,0.8507409096
45950,AM-27,243B1F075C79F65E,GRABADOR-SDZG-AM-27/20190619_214000.WAV,GRABADOR-SDZG-AM-27,20190619_214000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:40:00 19/06/2019 (UTC) by AudioMoth 243B1F075C79F65E at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F075C79F65E,2019:12:18 12:29:08-08:00,WAV,WAV,audio/x-wav,0.9355410337
44839,AM-26,2466C2065BA446CE,GRABADOR-SDZG-AM-26/20190705_212000.WAV,GRABADOR-SDZG-AM-26,20190705_212000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,21,60.00046875,,Recorded at 21:20:00 05/07/2019 (UTC) by AudioMoth 2466C2065BA446CE at gain setting 2 while battery state was 3.7V.,AudioMoth 2466C2065BA446CE,2019:12:19 18:04:18-08:00,WAV,WAV,audio/x-wav,0.9908857942
